channel,meterType,modbusAddress,meterId,measurePoint,concentratorAddress
2,1,94,659,8,21020067
2,1,95,660,9,21020067
2,1,96,661,10,21020067
2,1,97,662,11,21020067
2,1,98,663,12,21020067
2,1,99,664,13,21020067
2,1,100,665,14,21020067
2,1,101,666,3,21020050
2,1,102,667,2,21020050
2,1,103,668,1,21020050
2,1,104,670,5,21020050
2,1,105,671,6,21020050
2,1,106,672,7,21020050
2,1,107,673,8,21020050
2,1,108,674,9,21020050
2,1,109,675,1,21020053
2,1,110,676,2,21020053
2,1,111,677,3,21020053
2,1,112,678,4,21020053
2,1,113,679,5,21020053
2,1,114,680,6,21020053
2,1,115,681,7,21020053
2,1,116,694,1,21020044
2,1,117,696,3,21020044
2,1,118,698,4,21020044
2,1,119,699,5,21020044
2,1,120,700,6,21020044
2,1,121,701,7,21020044
2,1,122,702,8,21020044
2,1,123,703,9,21020044
2,1,124,704,10,21020044
2,1,125,706,12,21020044
2,1,126,707,13,21020044
2,1,127,708,14,21020044
2,1,128,717,1,21020074
2,1,129,718,2,21020074
2,1,130,719,3,21020074
2,1,131,720,4,21020074
2,1,132,722,6,21020074
2,1,133,723,1,20101334
2,1,134,724,2,20101334
2,1,135,725,9,20100124
2,1,136,726,10,20100124
2,1,137,736,11,19072153
2,1,138,739,3,20101334
2,1,139,740,4,20101334
2,1,140,741,5,20101334
2,1,141,742,1,20100121
2,1,142,743,2,20100121
2,1,143,744,3,20100121
2,1,144,760,8,20100109
2,1,145,761,9,20100109
2,1,146,762,10,20100109
2,1,147,763,11,20100109
2,1,148,764,5,20101336
2,1,149,765,6,20101336
2,1,150,766,7,20101336
2,1,151,767,8,20101336
2,1,152,768,9,20101336
2,1,153,769,10,20101336
2,1,154,823,29,20100124
2,1,155,824,30,20100124
2,1,156,825,29,20100103
2,1,157,826,30,20100103
2,1,158,827,31,20100103
2,1,159,828,32,20100103
2,1,160,829,33,20100103
2,1,161,830,34,20100103
2,1,162,832,39,20100119
2,1,163,834,40,20100119
2,1,164,835,34,20100119
2,1,165,836,41,20100119
2,1,166,837,35,20100119
2,1,167,838,36,20100119
2,1,168,839,43,20100119
2,1,169,840,37,20100119
2,1,170,841,44,20100119
2,1,171,842,38,20100119
2,1,172,843,1,21020043
2,1,173,844,1,21020052
2,1,174,846,2,21020043
2,1,175,847,3,21020043
2,1,176,848,4,21020043
2,1,177,849,2,21020052
2,1,178,850,3,21020052
2,1,179,851,4,21020052
4,0,1,231,11,20100107
4,0,2,235,15,20100107
4,0,3,236,16,20100107
4,0,4,238,18,20100107
4,0,5,243,23,20100107
4,0,6,244,24,20100107
4,0,7,246,26,20100107
4,0,8,247,27,20100107
4,0,9,251,31,20100107
4,0,10,252,32,20100107
4,0,11,254,34,20100107
4,0,12,255,35,20100107
4,0,13,259,1,20100103
4,0,14,260,2,20100103
4,0,15,262,4,20100103
4,0,16,263,5,20100103
4,0,17,264,6,20100103
4,0,18,265,7,20100103
4,0,19,266,8,20100103
4,0,20,267,9,20100103
4,0,21,268,10,20100103
4,0,22,269,11,20100103
4,0,23,270,12,20100103
4,0,24,271,13,20100103
4,0,25,272,14,20100103
4,0,26,273,15,20100103
4,0,27,274,16,20100103
4,0,28,275,17,20100103
4,0,29,276,18,20100103
4,0,30,277,19,20100103
4,0,31,278,20,20100103
4,0,32,279,21,20100103
4,0,33,280,22,20100103
4,0,34,281,23,20100103
4,0,35,283,1,20100119
4,0,36,284,2,20100119
4,0,37,287,5,20100119
4,0,38,288,6,20100119
4,0,39,289,7,20100119
4,0,40,290,8,20100119
4,0,41,292,10,20100119
4,0,42,293,11,20100119
4,0,43,296,14,20100119
4,0,44,298,16,20100119
4,0,45,299,17,20100119
4,0,46,302,20,20100119
4,0,47,304,22,20100119
4,0,48,305,23,20100119
4,0,49,306,24,20100119
4,0,50,307,25,20100119
4,0,51,308,26,20100119
4,0,52,316,2,20100118
4,0,53,317,3,20100118
4,0,54,318,4,20100118
4,0,55,319,5,20100118
4,0,56,320,6,20100118
4,0,57,321,7,20100118
4,0,58,322,8,20100118
4,0,59,323,9,20100118
4,0,60,324,10,20100118
4,0,61,325,11,20100118
4,0,62,326,12,20100118
4,0,63,327,13,20100118
4,0,64,328,14,20100118
4,0,65,561,12,21020056
4,0,66,562,13,21020056
4,0,67,563,14,21020056
4,0,68,564,15,21020056
4,0,69,565,16,21020056
4,0,70,566,17,21020056
4,0,71,567,18,21020056
4,0,72,568,19,21020056
4,0,73,569,20,21020056
4,0,74,570,21,21020056
4,0,75,571,22,21020056
4,0,76,572,23,21020056
4,0,77,573,24,21020056
4,0,78,574,25,21020056
4,0,79,575,12,21020047
4,0,80,576,13,21020047
4,0,81,577,14,21020047
4,0,82,578,15,21020047
4,0,83,579,16,21020047
4,0,84,580,17,21020047
4,0,85,581,18,21020047
4,0,86,582,19,21020047
4,0,87,583,20,21020047
4,0,88,584,21,21020047
4,0,89,585,22,21020047
4,0,90,586,23,21020047
4,0,91,587,24,21020047
4,0,92,588,25,21020047
4,0,93,589,8,21020072
4,0,94,590,9,21020072
4,0,95,591,10,21020072
4,0,96,592,11,21020072
4,0,97,593,12,21020072
4,0,98,594,13,21020072
4,0,99,595,14,21020072
4,0,100,596,15,21020072
4,0,101,597,8,21020049
4,0,102,598,9,21020049
4,0,103,599,10,21020049
4,0,104,600,11,21020049
4,0,105,601,12,21020049
4,0,106,602,13,21020049
4,0,107,603,14,21020049
4,0,108,604,15,21020049
4,0,109,682,1,21020048
4,0,110,683,2,21020048
4,0,111,684,3,21020048
4,0,112,685,4,21020048
4,0,113,686,5,21020048
4,0,114,687,1,21020055
4,0,115,688,2,21020055
4,0,116,689,3,21020055
4,0,117,690,4,21020055
4,0,118,691,8,21020055
4,0,119,692,9,21020055
4,0,120,693,10,21020055
4,0,121,709,5,21020055
4,0,122,710,6,21020055
4,0,123,711,7,21020055
4,0,124,715,1,20101334
4,0,125,716,2,20101334
4,0,126,727,26,19072153
4,0,127,728,27,19072153
4,0,128,729,28,19072153
4,0,129,730,29,19072153
4,0,130,731,30,19072153
4,0,131,732,31,19072153
4,0,132,733,32,19072153
4,0,133,734,33,19072153
4,0,134,735,34,19072153
4,0,135,749,1,20100105
4,0,136,750,2,20100105
4,0,137,751,3,20100105
4,0,138,752,1,20100112
4,0,139,753,2,20100112
4,0,140,754,3,20100112
4,0,141,755,4,20100112
4,0,142,756,5,20100112
4,0,143,757,6,20100112
4,0,144,758,7,20100112
4,0,145,759,8,20100112
4,0,146,821,6,20100109
4,0,147,822,7,20100109
4,0,148,845,1,21020041
4,0,149,854,4,21020041
4,0,150,862,12,21020041
4,0,151,864,14,21020041
4,0,152,865,1,21020059
4,0,153,867,3,21020059
4,0,154,869,5,21020059
4,0,155,870,6,21020059
4,0,156,876,12,21020059
4,0,157,877,13,21020059
4,0,158,28,5,21020072
4,0,159,35,5,21020049
4,0,160,45,8,20100123
4,0,161,85,19,20100120
4,0,162,104,15,20100117
4,0,163,122,11,20100115
4,0,164,130,19,20100115
4,0,165,138,8,20100122
4,0,166,152,22,20100122
4,0,167,162,5,20100113
4,0,168,164,7,20100113
4,0,169,172,15,20100113
4,0,170,182,25,20100113
4,0,171,187,30,20100113
4,0,172,223,3,20100107
4,0,173,226,6,20100107
4,0,174,229,9,20100107
4,0,175,232,12,20100107
4,0,176,233,13,20100107
4,0,177,234,14,20100107
4,0,178,237,17,20100107
4,0,179,239,19,20100107
4,0,180,240,20,20100107
4,0,181,241,21,20100107
4,0,182,242,22,20100107
4,0,183,245,25,20100107
4,0,184,248,28,20100107
4,0,185,249,29,20100107
4,0,186,250,30,20100107
4,0,187,253,33,20100107
4,0,188,256,36,20100107
4,0,189,257,37,20100107
4,0,190,258,38,20100107
4,0,191,261,3,20100103
4,0,192,282,24,20100103
4,0,193,285,3,20100119
4,0,194,286,4,20100119
4,0,195,291,9,20100119
4,0,196,294,12,20100119
4,0,197,295,13,20100119
4,0,198,297,15,20100119
4,0,199,300,18,20100119
4,0,200,301,19,20100119
4,0,201,303,21,20100119
4,0,202,309,27,20100119
4,0,203,315,1,20100118
4,0,204,747,10,20100104
4,0,205,748,10,20100111
4,0,206,852,2,21020041
4,0,207,853,3,21020041
4,0,208,855,5,21020041
4,0,209,856,6,21020041
4,0,210,857,7,21020041
4,0,211,858,8,21020041
4,0,212,859,9,21020041
4,0,213,860,10,21020041
4,0,214,861,11,21020041
4,0,215,863,13,21020041
4,0,216,866,2,21020059
4,0,217,868,4,21020059
4,0,218,871,7,21020059
4,0,219,872,8,21020059
4,0,220,873,9,21020059
4,0,221,874,10,21020059
4,0,222,875,11,21020059
